Age,Gender,Program,Course,English,Academic,Attendance,6,7,8,9,10,11,12,13,14,15,16,17,Score Range,Total Score
21-25,M,PM,Business,60%~70%,50%~59%,S2,3,4,2,2,1,1,4,5,3,3,2,2,35-45,32
>36,M,FC,Business,50%~59%,50%~59%,S0,2,4,3,2,2,2,2,4,2,3,3,2,25-35,31
18-20,F,PM,Media and Communications,60%~70%,50%~59%,S0,3,3,4,2,3,3,2,4,2,3,2,4,25-35,35
21-25,M,PM,Business,50%~59%,50%~59%,S0,3,2,4,2,3,3,3,4,4,5,2,2,25-35,37
21-25,M,PM,Business,60%~70%,50%~59%,S0,2,4,4,2,2,3,4,3,4,3,2,3,35-45,36
21-25,M,IYO,Business,60%~70%,50%~59%,S1,4,1,1,2,2,2,3,5,4,3,2,2,35-45,31
21-25,M,PM,Business,50%~59%,50%~59%,S1,1,3,3,5,2,4,4,5,2,3,3,3,35-45,38
21-25,F,FC,Computing,>70%,>70%,S0,5,3,4,2,2,5,3,4,4,3,3,4,25-35,42
18-20,F,PM,Business,60%~70%,<40%,S0,1,4,4,3,4,1,3,3,3,3,1,3,35-45,33
21-25,F,PM,Media and Communications,>70%,60%~70%,S1,4,2,3,2,4,4,3,5,4,1,2,3,35-45,37
18-20,F,PM,Business,60%~70%,60%~70%,S1,3,4,1,2,3,3,1,3,3,1,3,3,35-45,30
18-20,M,PM,Business,50%~59%,60%~70%,S0,3,3,2,3,3,2,1,2,2,3,2,2,35-45,28
21-25,M,FC,Business,50%~59%,40%~49%,S3,4,4,4,2,3,2,2,5,4,5,2,2,35-45,39
18-20,F,IYO,Business,60%~70%,50%~59%,S0,3,2,4,2,4,4,3,1,2,3,2,3,25-35,33
<18,M,PM,Business,60%~70%,50%~59%,S0,2,3,4,4,3,2,4,3,4,3,4,4,35-45,40
21-25,M,FC,Business,60%~70%,<40%,S3,4,3,4,3,2,2,3,4,5,2,4,3,25-35,39
21-25,M,PM,Law/Legal studies,50%~59%,60%~70%,S0,4,3,3,2,3,3,2,5,4,3,5,4,35-45,41
18-20,M,FC,Law/Legal studies,60%~70%,60%~70%,S0,5,2,3,2,4,2,5,5,3,3,2,2,25-35,38
21-25,M,FC,Business,50%~59%,60%~70%,S0,3,4,4,2,2,4,2,3,3,2,2,2,35-45,33
21-25,M,Language,Business,60%~70%,<40%,S4,5,4,3,2,3,4,3,4,2,2,4,4,35-45,40
21-25,M,PM,Business,50%~59%,50%~59%,S0,3,4,3,2,3,4,2,3,1,1,3,2,25-35,31
21-25,M,IYO,Business,60%~70%,50%~59%,S3,2,4,4,3,4,4,2,5,3,4,2,3,25-35,40
<18,F,PM,Science and engineering,50%~59%,50%~59%,S3,4,4,5,3,3,2,3,3,4,3,3,3,35-45,40
21-25,M,FC,Business,>70%,50%~59%,S0,3,2,4,2,2,3,2,5,5,2,2,5,45+,37
21-25,M,PM,Business,50%~59%,50%~59%,S0,4,4,4,2,3,4,3,4,4,3,2,2,25-35,39
21-25,M,FC,Business,50%~59%,>70%,S0,4,2,4,2,4,3,3,3,2,2,1,2,35-45,32
21-25,M,FC,Business,60%~70%,50%~59%,S3,4,4,4,3,2,2,3,4,2,3,2,4,25-35,37
21-25,F,PM,Business,50%~59%,50%~59%,S4,2,2,4,4,2,4,3,3,3,1,3,3,45+,34
21-25,F,PM,Social Sciences and Humanities,50%~59%,50%~59%,S0,1,3,4,3,4,3,3,4,4,2,4,5,45+,40
18-20,F,FC,Business,60%~70%,>70%,S0,2,4,4,5,3,2,3,3,4,3,3,2,35-45,38
21-25,M,PM,Social Sciences and Humanities,40%~49%,50%~59%,S0,4,4,4,3,3,3,2,3,3,3,2,3,35-45,37
18-20,M,PM,Business,50%~59%,50%~59%,S0,3,3,4,2,4,1,2,5,3,1,2,2,25-35,32
18-20,F,PM,Business,60%~70%,>70%,S0,3,3,5,3,3,4,4,5,3,4,3,4,25-35,44
18-20,F,PM,Business,50%~59%,50%~59%,S1,2,5,3,3,4,3,2,4,2,1,3,4,25-35,36
21-25,F,PM,Business,60%~70%,>70%,S0,3,3,4,2,3,4,3,3,4,3,4,4,25-35,40
21-25,F,PM,Business,50%~59%,50%~59%,S1,4,4,4,3,2,4,3,1,2,2,2,3,25-35,34
18-20,M,PM,Law/Legal studies,60%~70%,50%~59%,S0,3,4,3,3,4,3,2,2,2,2,2,3,25-35,33
21-25,M,PM,Business,50%~59%,50%~59%,S0,3,4,4,2,2,2,2,4,3,3,2,4,25-35,35
21-25,F,FC,Business,50%~59%,60%~70%,S0,4,2,3,2,3,2,3,3,3,3,2,4,25-35,34
21-25,F,PM,Business,50%~59%,50%~59%,S1,4,2,4,1,4,3,3,5,2,3,2,3,25-35,36
>36,M,IYO,Business,60%~70%,60%~70%,S0,3,4,4,2,3,3,4,4,2,2,4,4,25-35,39
21-25,F,PM,Business,60%~70%,60%~70%,S0,4,2,4,2,1,2,2,4,3,3,3,3,25-35,33
21-25,F,PM,Business,50%~59%,>70%,S1,4,4,4,3,4,2,3,3,2,4,2,2,25-35,37
21-25,M,FC,Business,50%~59%,50%~59%,S0,4,1,4,2,1,3,3,5,2,3,2,4,35-45,34
26-30,F,FC,Business,60%~70%,50%~59%,S1,3,2,3,2,3,3,3,2,3,1,4,4,25-35,33
18-20,F,FC,Art and Design,60%~70%,40%~49%,S0,4,2,2,2,4,5,3,3,2,1,2,2,35-45,32
21-25,M,IYO,Business,50%~59%,40%~49%,S0,3,3,4,2,3,4,3,5,2,5,3,2,35-45,39
21-25,M,PM,Business,60%~70%,40%~49%,S2,4,4,4,2,4,3,3,5,4,1,2,3,35-45,39
21-25,F,PM,Business,50%~59%,50%~59%,S0,4,3,4,3,3,3,4,5,1,2,3,2,35-45,37
21-25,F,IYO,Business,60%~70%,60%~70%,S0,1,4,4,3,4,1,3,5,3,3,2,4,45+,37
21-25,F,Language,Business,50%~59%,50%~59%,S1,2,4,2,2,1,5,3,5,4,3,2,2,35-45,35
21-25,M,FC,Business,60%~70%,40%~49%,S0,3,3,4,2,2,3,4,4,2,1,4,1,35-45,33
21-25,M,FC,Business,40%~49%,50%~59%,S0,3,2,1,3,3,2,2,5,3,4,2,3,45+,33
21-25,M,FC,Business,60%~70%,50%~59%,S0,3,4,4,2,4,2,3,5,4,3,3,4,25-35,41
>36,M,IYO,Business,50%~59%,40%~49%,S0,2,5,1,2,3,3,3,5,4,3,4,2,25-35,37
21-25,F,PM,Business,>70%,>70%,S0,2,2,3,2,3,4,2,5,2,3,2,3,25-35,33
18-20,F,PM,Business,50%~59%,60%~70%,S2,2,2,5,3,2,3,3,5,3,3,4,2,25-35,37
21-25,M,PM,Business,50%~59%,50%~59%,S0,5,4,3,2,4,1,4,4,5,3,4,3,25-35,42
18-20,F,FC,Business,>70%,>70%,S0,3,4,3,2,4,4,2,4,2,3,2,4,25-35,37
21-25,M,FC,Business,60%~70%,40%~49%,S0,3,4,4,2,4,3,1,4,1,3,3,3,35-45,35
21-25,M,PM,Business,60%~70%,50%~59%,S0,5,2,3,2,3,3,2,4,5,3,1,2,45+,35
21-25,M,PM,Business,60%~70%,40%~49%,S0,4,5,4,3,4,2,2,4,4,3,3,2,25-35,40
21-25,F,PM,Business,50%~59%,>70%,S0,3,3,4,2,2,2,2,3,2,3,3,5,35-45,34
21-25,M,PM,Business,60%~70%,60%~70%,S1,4,4,3,2,3,3,5,2,3,3,3,4,35-45,39
21-25,F,PM,Business,60%~70%,50%~59%,S4,3,3,4,2,5,4,2,5,3,4,2,4,25-35,41
18-20,M,PM,Business,50%~59%,60%~70%,S0,5,4,5,2,3,3,3,3,4,1,2,3,25-35,38
18-20,M,PM,Business,60%~70%,40%~49%,S0,3,4,4,5,3,3,2,5,4,1,4,4,35-45,42
21-25,F,PM,Media and Communications,60%~70%,60%~70%,S0,1,3,4,3,3,3,5,4,5,2,3,1,35-45,37
21-25,M,PM,Business,60%~70%,50%~59%,S1,2,3,4,3,4,4,2,3,4,3,2,5,35-45,39
26-30,M,PM,Business,60%~70%,50%~59%,S0,5,3,4,2,5,4,1,2,2,4,2,2,35-45,36
21-25,F,Language,Business,50%~59%,60%~70%,S0,3,4,4,2,4,3,4,2,4,3,4,3,35-45,40
18-20,M,PM,Business,50%~59%,50%~59%,S0,3,4,2,3,2,4,3,3,5,3,3,3,35-45,38
18-20,M,FC,Business,60%~70%,50%~59%,S0,2,4,4,2,2,2,3,5,4,4,5,3,25-35,40
21-25,M,PM,Business,>70%,60%~70%,S0,4,4,4,3,4,3,2,5,4,3,2,3,35-45,41
21-25,F,IYO,Business,60%~70%,50%~59%,S0,4,2,4,2,4,3,4,5,5,4,4,4,35-45,45
21-25,M,PM,Business,50%~59%,60%~70%,S0,2,3,4,3,3,4,2,5,4,1,2,4,25-35,37
21-25,F,IYO,Art and Design,60%~70%,50%~59%,S2,4,4,5,3,2,2,2,4,4,1,4,3,25-35,38
18-20,M,FC,Business,50%~59%,60%~70%,S0,2,2,4,2,2,4,4,4,4,4,3,3,25-35,38
18-20,M,FC,Business,50%~59%,60%~70%,S1,1,2,3,3,4,3,3,1,2,4,2,3,35-45,31
31-35,F,PM,Social Sciences and Humanities,60%~70%,>70%,S1,3,3,3,2,2,4,2,5,4,1,2,2,45+,33
21-25,F,PM,Business,50%~59%,50%~59%,S4,3,3,5,2,2,3,3,4,2,3,4,2,25-35,36
21-25,M,PM,Social Sciences and Humanities,60%~70%,50%~59%,S0,2,4,4,2,2,4,2,5,4,1,3,4,45+,37
21-25,F,PM,Business,60%~70%,>70%,S1,2,2,4,1,3,3,2,5,4,3,4,4,45+,37
18-20,F,PM,Social Sciences and Humanities,60%~70%,60%~70%,S4,4,2,4,4,4,4,3,4,3,4,4,3,35-45,43
26-30,F,FC,Business,60%~70%,60%~70%,S0,4,4,4,2,4,2,3,5,4,2,3,1,35-45,38
21-25,M,PM,Business,50%~59%,40%~49%,S0,4,2,3,5,4,2,3,4,4,3,2,2,35-45,38
21-25,F,IYO,Business,50%~59%,60%~70%,S0,2,4,3,2,5,3,3,4,4,5,4,4,35-45,43
21-25,M,FC,Art and Design,>70%,50%~59%,S0,3,4,4,3,2,2,2,5,4,3,4,3,35-45,39
21-25,F,PM,Business,60%~70%,60%~70%,S0,4,4,3,3,3,2,1,3,2,4,2,4,35-45,35
18-20,M,PM,Business,50%~59%,50%~59%,S0,5,2,3,2,4,2,2,3,4,4,2,2,35-45,35
21-25,F,PM,Business,60%~70%,50%~59%,S0,5,3,5,3,4,3,2,4,2,1,2,2,25-35,36
26-30,F,FC,Business,60%~70%,60%~70%,S0,2,4,4,3,4,4,4,4,1,2,2,2,25-35,36
21-25,M,FC,Business,60%~70%,60%~70%,S0,4,4,4,2,5,2,2,5,3,2,2,4,45+,39
18-20,M,IYO,Business,40%~49%,40%~49%,S3,4,4,2,1,2,3,3,4,3,1,4,1,25-35,32
18-20,F,PM,Business,40%~49%,60%~70%,S0,5,2,3,2,2,1,3,3,4,3,4,2,25-35,34
21-25,F,PM,Business,50%~59%,60%~70%,S0,2,5,3,2,2,3,2,3,4,3,2,5,25-35,36
21-25,M,FC,Business,60%~70%,50%~59%,S3,1,4,4,2,4,3,4,4,2,4,2,4,35-45,38
21-25,F,FC,Law/Legal studies,50%~59%,60%~70%,S0,5,3,4,4,1,4,2,4,3,4,4,4,25-35,42
21-25,F,FC,Law/Legal studies,50%~59%,60%~70%,S0,5,4,3,3,3,4,3,4,4,2,2,4,35-45,41
18-20,F,PM,Business,>70%,50%~59%,S1,2,4,2,3,2,5,2,4,3,3,2,4,35-45,36
21-25,F,IYO,Business,50%~59%,50%~59%,S4,2,3,4,3,3,4,2,2,2,2,2,4,35-45,33
18-20,M,PM,Business,60%~70%,60%~70%,S0,1,4,4,1,3,3,2,3,1,2,4,2,25-35,30
21-25,F,PM,Business,50%~59%,60%~70%,S0,5,2,4,2,2,5,3,2,4,3,4,3,25-35,39
21-25,F,PM,Business,50%~59%,50%~59%,S0,5,4,4,3,3,4,3,5,4,3,3,3,35-45,44
26-30,M,IYO,Business,60%~70%,50%~59%,S0,3,4,5,2,4,4,5,3,2,2,1,2,25-35,37
18-20,M,PM,Computing,60%~70%,60%~70%,S0,3,1,3,3,2,4,4,3,3,3,4,2,25-35,35
26-30,F,IYO,Business,60%~70%,40%~49%,S0,4,2,3,3,4,2,2,4,3,1,4,3,25-35,35
18-20,F,PM,Business,50%~59%,<40%,S2,4,4,3,2,4,4,2,4,3,1,2,4,35-45,37
<18,M,FC,Business,60%~70%,40%~49%,S3,3,2,3,3,5,5,3,5,4,2,2,2,35-45,39
21-25,F,PM,Business,50%~59%,>70%,S4,3,4,4,3,3,4,3,1,4,3,4,3,25-35,39
>36,F,IYO,Business,60%~70%,>70%,S3,3,3,5,2,5,3,3,5,4,2,4,4,35-45,43
21-25,M,PM,Business,60%~70%,>70%,S0,3,3,4,3,3,4,3,4,3,2,5,5,35-45,42
21-25,M,PM,Computing,50%~59%,50%~59%,S0,3,4,4,2,2,2,4,5,2,2,2,3,25-35,35
18-20,M,FC,Business,60%~70%,40%~49%,S2,4,3,3,4,4,3,3,5,5,2,2,4,25-35,42
21-25,F,PM,Business,50%~59%,50%~59%,S1,2,4,4,2,5,2,3,5,4,2,2,4,25-35,39
21-25,M,FC,Business,60%~70%,60%~70%,S0,4,1,4,2,3,3,4,4,4,5,2,1,25-35,37
21-25,M,PM,Business,60%~70%,50%~59%,S1,5,3,4,1,2,4,3,5,3,1,2,2,35-45,35
21-25,M,PM,Business,60%~70%,50%~59%,S1,2,5,4,2,2,4,4,5,5,3,1,2,25-35,39
26-30,F,PM,Business,60%~70%,50%~59%,S0,1,4,3,2,4,4,1,1,4,5,4,3,35-45,36
26-30,M,PM,Business,60%~70%,60%~70%,S3,4,3,4,2,3,3,3,2,3,2,2,3,25-35,34
18-20,F,FC,Business,60%~70%,60%~70%,S0,2,5,4,3,4,3,2,5,4,5,3,3,25-35,43
21-25,F,PM,Business,>70%,>70%,S4,5,2,3,2,3,3,2,3,4,3,1,3,25-35,34
21-25,M,FC,Business,60%~70%,60%~70%,S0,3,3,2,2,4,3,2,2,3,1,2,4,35-45,31
21-25,M,PM,Business,60%~70%,50%~59%,S0,2,3,5,2,3,3,2,5,4,3,3,2,25-35,37
18-20,F,FC,Business,60%~70%,60%~70%,S0,2,2,3,2,2,2,2,4,2,2,2,4,25-35,29
21-25,M,PM,Business,40%~49%,>70%,S2,4,2,4,4,5,3,4,5,2,3,4,3,25-35,43
21-25,F,PM,Business,60%~70%,50%~59%,S0,4,4,3,3,3,1,2,1,2,3,4,2,35-45,32
18-20,M,PM,Business,60%~70%,50%~59%,S0,3,1,4,2,3,4,1,5,4,1,4,2,35-45,34
18-20,F,FC,Social Sciences and Humanities,60%~70%,40%~49%,S1,3,3,4,2,4,2,2,3,4,2,2,2,35-45,33
26-30,F,PM,Business,50%~59%,50%~59%,S0,4,2,4,2,5,4,4,4,3,1,2,3,35-45,38
21-25,M,PM,Art and Design,60%~70%,50%~59%,S0,4,4,3,1,2,2,2,5,3,2,1,2,25-35,31
21-25,F,PM,Business,50%~59%,50%~59%,S0,4,3,4,2,3,4,3,2,1,3,3,3,35-45,35
>36,F,PM,Business,60%~70%,60%~70%,S0,3,3,3,1,2,5,3,5,4,2,3,2,25-35,36
21-25,F,PM,Business,60%~70%,60%~70%,S0,4,2,3,2,2,4,2,5,4,3,5,3,25-35,39
18-20,F,PM,Business,60%~70%,50%~59%,S0,3,2,4,3,1,4,4,5,4,3,2,4,35-45,39
21-25,M,PM,Business,60%~70%,60%~70%,S3,3,4,2,2,2,2,2,3,3,2,2,3,35-45,30
21-25,F,FC,Business,60%~70%,60%~70%,S0,2,2,4,2,3,2,3,4,4,1,3,2,25-35,32
<18,M,Language,Business,60%~70%,60%~70%,S0,4,1,3,2,4,4,3,2,4,1,2,4,25-35,34
21-25,M,PM,Business,60%~70%,>70%,S0,5,4,3,2,5,5,3,5,2,2,4,2,25-35,42
18-20,M,FC,Law/Legal studies,50%~59%,50%~59%,S3,4,4,4,2,3,4,2,4,3,4,2,3,25-35,39
21-25,F,FC,Business,40%~49%,50%~59%,S0,3,2,4,2,4,4,2,5,3,1,3,2,35-45,35
21-25,F,PM,Science and engineering,60%~70%,50%~59%,S0,4,3,4,4,2,4,4,4,4,4,3,3,35-45,43
>36,F,Language,Law/Legal studies,50%~59%,40%~49%,S1,5,3,3,2,4,3,2,5,2,1,2,3,35-45,35
21-25,F,PM,Business,50%~59%,50%~59%,S0,3,3,3,2,3,4,3,4,4,4,2,4,25-35,39
<18,M,PM,Business,60%~70%,<40%,S1,4,3,4,2,2,4,2,3,4,2,2,2,25-35,34
21-25,M,FC,Business,60%~70%,<40%,S0,3,4,4,2,2,5,4,3,4,2,4,2,35-45,39
21-25,F,PM,Computing,>70%,50%~59%,S0,3,4,2,2,4,2,1,3,3,2,2,1,25-35,29
21-25,F,PM,Business,50%~59%,50%~59%,S4,4,1,3,3,4,4,3,3,4,3,2,2,35-45,36
21-25,F,PM,Business,60%~70%,50%~59%,S2,5,2,4,2,2,5,3,4,2,2,3,4,25-35,38
21-25,M,PM,Business,50%~59%,50%~59%,S0,4,4,4,2,3,3,2,2,3,4,3,3,45+,37
26-30,F,FC,Business,60%~70%,60%~70%,S0,2,2,3,3,3,3,3,4,2,4,3,2,35-45,34
18-20,M,PM,Art and Design,>70%,60%~70%,S4,5,2,3,3,5,1,3,5,2,3,2,4,35-45,38
21-25,F,Language,Social Sciences and Humanities,60%~70%,60%~70%,S0,4,2,4,2,4,4,1,5,1,2,2,1,35-45,32
21-25,M,FC,Business,60%~70%,50%~59%,S4,4,3,4,2,3,4,2,4,4,3,3,2,35-45,38
21-25,M,PM,Business,60%~70%,60%~70%,S0,1,4,4,2,1,4,2,5,2,3,2,2,35-45,32
21-25,M,FC,Business,60%~70%,50%~59%,S1,4,4,3,2,3,3,3,1,5,1,3,2,25-35,34
18-20,F,PM,Business,60%~70%,60%~70%,S1,2,1,4,2,3,2,3,5,4,2,2,5,25-35,35
21-25,F,PM,Law/Legal studies,>70%,50%~59%,S0,1,3,4,4,4,4,2,3,2,4,3,3,25-35,37
21-25,M,PM,Business,60%~70%,50%~59%,S0,3,2,4,3,2,2,2,2,3,3,2,3,25-35,31
21-25,M,PM,Business,60%~70%,60%~70%,S0,4,2,4,2,3,5,4,3,3,1,3,4,25-35,38
21-25,F,FC,Business,50%~59%,50%~59%,S0,1,4,4,3,4,5,3,4,2,4,3,2,35-45,39
18-20,F,PM,Business,50%~59%,50%~59%,S3,2,4,5,3,4,3,3,4,4,2,4,4,35-45,42
18-20,F,Language,Business,>70%,50%~59%,S1,3,2,3,4,3,4,3,4,3,1,2,1,35-45,33
21-25,M,PM,Business,50%~59%,60%~70%,S0,2,2,3,3,1,3,2,5,3,3,1,1,35-45,29
21-25,M,PM,Business,50%~59%,50%~59%,S1,4,4,4,3,2,4,4,3,4,2,2,2,25-35,38
21-25,M,IYO,Business,50%~59%,60%~70%,S1,3,4,3,3,3,1,3,3,4,3,4,3,35-45,37
21-25,M,PM,Business,60%~70%,>70%,S0,2,4,1,3,2,2,2,4,4,1,3,4,25-35,32
18-20,M,PM,Science and engineering,60%~70%,60%~70%,S3,3,4,4,3,4,3,2,3,2,1,2,4,35-45,35
18-20,M,PM,Business,50%~59%,60%~70%,S0,1,5,3,2,3,3,2,3,2,3,2,2,35-45,31
21-25,F,FC,Business,60%~70%,60%~70%,S0,3,3,4,3,4,2,3,5,4,2,2,3,35-45,38
18-20,M,PM,Business,60%~70%,60%~70%,S3,5,4,4,2,4,5,4,5,4,2,3,3,35-45,45
21-25,M,IYO,Business,60%~70%,50%~59%,S3,4,3,4,3,3,3,3,4,4,3,2,2,25-35,38
21-25,F,PM,Business,50%~59%,60%~70%,S0,2,4,4,2,4,2,4,3,2,1,2,3,35-45,33
21-25,F,PM,Business,50%~59%,60%~70%,S0,2,4,4,2,4,2,3,4,4,3,1,2,35-45,35
21-25,M,PM,Science and engineering,50%~59%,50%~59%,S0,4,4,3,2,5,4,2,4,2,4,2,2,25-35,38
21-25,F,PM,Business,60%~70%,50%~59%,S0,4,5,4,3,4,4,3,4,2,3,5,3,25-35,44
<18,M,PM,Business,60%~70%,50%~59%,S3,3,2,4,2,4,5,2,2,3,3,4,2,35-45,36
18-20,M,Language,Business,60%~70%,60%~70%,S0,4,3,2,3,2,5,2,5,4,3,2,3,25-35,38
18-20,F,Language,Business,60%~70%,>70%,S0,4,4,3,2,1,2,2,5,3,3,2,3,35-45,34
21-25,M,PM,Business,60%~70%,60%~70%,S0,5,3,3,2,4,2,2,5,4,3,2,2,25-35,37
21-25,M,FC,Business,60%~70%,50%~59%,S1,3,4,3,4,1,4,3,4,3,2,3,4,25-35,38
21-25,M,PM,Business,60%~70%,<40%,S0,4,2,3,3,4,4,2,1,5,3,4,2,25-35,37
21-25,F,IYO,Business,50%~59%,50%~59%,S1,2,2,4,2,3,3,2,5,4,2,2,2,25-35,33
21-25,M,PM,Business,60%~70%,50%~59%,S0,3,3,4,3,1,3,1,4,4,2,3,5,25-35,36
>36,M,PM,Business,60%~70%,50%~59%,S1,4,5,1,2,2,2,2,5,2,2,4,1,35-45,32
21-25,M,PM,Business,60%~70%,50%~59%,S0,4,2,3,2,2,4,3,4,3,1,5,4,35-45,37
21-25,F,PM,Business,60%~70%,50%~59%,S0,5,3,3,3,2,3,4,5,2,2,2,2,25-35,36
26-30,M,IYO,Business,>70%,40%~49%,S1,1,2,3,1,2,3,4,4,2,2,3,2,35-45,29
21-25,F,PM,Law/Legal studies,50%~59%,50%~59%,S0,4,3,5,2,5,3,3,5,4,2,2,3,25-35,41
21-25,F,IYO,Business,40%~49%,50%~59%,S0,4,4,4,2,3,4,3,5,4,3,3,3,25-35,42
21-25,M,IYO,Business,60%~70%,50%~59%,S0,4,4,5,2,1,4,3,3,3,4,3,3,35-45,39
21-25,F,FC,Business,50%~59%,50%~59%,S1,3,3,3,3,2,4,1,5,4,3,2,1,35-45,34
21-25,M,FC,Business,60%~70%,50%~59%,S0,3,4,3,2,2,4,3,4,2,3,2,2,25-35,34
21-25,F,PM,Business,40%~49%,>70%,S0,2,3,3,3,4,4,2,5,4,4,5,2,35-45,41
21-25,F,FC,Business,50%~59%,50%~59%,S0,3,4,4,4,4,1,3,5,2,5,4,4,35-45,43
18-20,F,PM,Business,50%~59%,60%~70%,S1,2,3,3,2,2,3,2,5,4,2,2,4,35-45,34
21-25,F,IYO,Business,60%~70%,50%~59%,S0,3,2,4,3,2,2,2,4,4,2,2,3,35-45,33
21-25,F,PM,Business,50%~59%,60%~70%,S0,4,4,3,5,2,4,2,5,4,1,3,2,35-45,39
21-25,M,PM,Law/Legal studies,60%~70%,50%~59%,S0,4,1,3,3,2,4,3,4,4,1,2,4,35-45,35
21-25,F,PM,Business,60%~70%,50%~59%,S0,3,2,4,3,4,2,3,3,2,1,3,2,35-45,32
>36,M,PM,Business,60%~70%,60%~70%,S0,3,4,4,3,4,5,3,4,2,3,2,2,25-35,39
18-20,M,PM,Business,50%~59%,50%~59%,S4,4,3,4,3,5,3,4,4,4,2,3,3,35-45,42
21-25,F,PM,Media and Communications,60%~70%,60%~70%,S0,3,2,4,3,4,2,5,5,1,2,3,5,35-45,39
21-25,F,PM,Business,>70%,50%~59%,S0,4,3,4,3,4,3,2,3,4,1,2,3,25-35,36
21-25,M,PM,Law/Legal studies,>70%,50%~59%,S0,1,2,3,2,1,3,4,5,4,1,2,2,35-45,30
21-25,M,IYO,Business,>70%,60%~70%,S0,5,2,4,2,3,4,5,3,4,3,1,3,25-35,39
21-25,F,PM,Business,50%~59%,50%~59%,S0,3,3,4,3,4,2,4,5,4,3,1,1,35-45,37
21-25,M,FC,Business,50%~59%,>70%,S0,1,4,3,2,4,2,1,3,4,2,1,4,25-35,31
21-25,M,PM,Business,60%~70%,50%~59%,S1,4,3,3,2,5,4,4,4,4,3,2,1,25-35,39
26-30,M,PM,Business,60%~70%,50%~59%,S0,3,3,4,4,3,4,3,3,3,1,2,4,35-45,37
21-25,F,PM,Social Sciences and Humanities,50%~59%,40%~49%,S0,3,2,4,1,5,4,2,5,2,2,2,3,35-45,35
>36,F,FC,Business,40%~49%,40%~49%,S0,4,4,4,2,2,2,4,2,2,3,2,2,35-45,33
18-20,M,PM,Business,>70%,50%~59%,S0,4,4,3,2,1,4,4,3,1,1,4,2,35-45,33
21-25,F,PM,Computing,50%~59%,40%~49%,S2,3,3,3,3,3,4,3,3,3,1,4,4,25-35,37
21-25,M,IYO,Business,60%~70%,50%~59%,S3,4,2,3,2,3,2,2,5,3,3,2,2,35-45,33
31-35,F,PM,Business,50%~59%,60%~70%,S0,5,4,4,1,5,3,3,4,4,2,5,2,25-35,42
21-25,M,IYO,Business,60%~70%,>70%,S2,4,5,3,3,2,4,1,4,2,3,4,2,35-45,37
18-20,M,IYO,Business,50%~59%,50%~59%,S0,4,4,5,3,2,3,3,5,2,4,2,3,25-35,40
21-25,F,PM,Business,60%~70%,60%~70%,S4,2,3,5,3,2,4,4,4,3,3,3,3,25-35,39
>36,M,PM,Law/Legal studies,50%~59%,60%~70%,S0,4,4,4,2,3,2,1,3,3,4,3,3,35-45,36
21-25,F,PM,Business,60%~70%,60%~70%,S0,2,2,3,2,4,4,3,4,3,2,3,4,25-35,36
21-25,F,PM,Business,50%~59%,>70%,S0,4,4,3,2,3,4,4,2,4,3,3,5,25-35,41
21-25,M,IYO,Business,60%~70%,60%~70%,S0,2,3,3,3,2,2,3,5,4,4,2,4,35-45,37
21-25,F,PM,Social Sciences and Humanities,50%~59%,60%~70%,S3,2,4,4,3,2,4,2,4,4,2,2,4,35-45,37
26-30,M,FC,Computing,>70%,40%~49%,S2,4,3,4,2,3,4,2,2,4,2,3,3,35-45,36
21-25,M,PM,Business,50%~59%,50%~59%,S1,1,1,4,2,4,4,3,5,2,3,1,2,35-45,32
<18,F,PM,Business,60%~70%,50%~59%,S0,5,4,2,3,4,4,2,5,4,1,2,3,25-35,39
21-25,M,FC,Art and Design,50%~59%,60%~70%,S1,2,3,4,3,4,2,3,4,2,2,3,3,25-35,35
18-20,F,IYO,Business,60%~70%,60%~70%,S0,3,4,4,2,4,4,2,5,4,3,2,4,35-45,41
21-25,M,PM,Business,60%~70%,50%~59%,S1,3,4,3,3,3,4,1,3,2,2,3,4,35-45,35
21-25,F,PM,Business,50%~59%,50%~59%,S2,3,2,3,2,3,4,2,5,4,1,4,3,25-35,36
21-25,M,PM,Science and engineering,50%~59%,50%~59%,S0,3,3,3,2,3,4,3,3,2,3,3,2,35-45,34
21-25,M,PM,Business,50%~59%,50%~59%,S2,4,2,4,2,4,2,2,4,4,1,2,3,25-35,34
21-25,F,FC,Business,60%~70%,50%~59%,S0,1,5,4,4,4,1,3,4,3,1,4,2,25-35,36
>36,M,PM,Business,60%~70%,50%~59%,S0,1,2,3,4,3,4,3,5,1,2,2,1,35-45,31
18-20,F,PM,Art and Design,60%~70%,60%~70%,S1,2,3,4,3,3,4,2,4,4,3,3,4,25-35,39
18-20,M,FC,Business,50%~59%,50%~59%,S0,3,2,3,2,3,4,4,3,2,3,5,2,25-35,36
18-20,M,PM,Business,50%~59%,60%~70%,S0,3,4,3,2,3,3,5,5,4,2,4,3,25-35,41
21-25,M,FC,Business,50%~59%,60%~70%,S1,2,4,4,4,4,2,1,5,3,3,2,2,25-35,36
21-25,M,PM,Business,>70%,>70%,S0,4,2,4,2,2,4,2,4,3,2,3,4,35-45,36
21-25,M,FC,Business,60%~70%,50%~59%,S0,2,3,4,2,1,2,1,1,3,5,2,1,35-45,27
21-25,F,PM,Business,50%~59%,50%~59%,S1,5,5,3,2,5,2,2,5,5,2,2,2,25-35,40
